time,bid,ofr,bidsize,ofrsize,bid_offer_diff
2010-01-04 04:00:00,56.662987012987,53.92311688311685,14.35064935064935,3.4545454545454546,-2.7398701298701287
2010-01-04 04:30:00,56.53639534883725,57.56000000000006,18.86627906976744,3.0,1.0236046511627928
2010-01-04 05:00:00,56.49468468468466,57.560000000000116,20.0,3.0,1.0653153153153174
2010-01-04 05:30:00,56.65,57.56,15.25,2.5,0.9100000000000019
2010-01-04 06:00:00,28.545,28.78,1.0,0.5,0.23499999999999943
2010-01-04 06:30:00,,,,,
2010-01-04 07:00:00,56.80727272727272,47.80818181818183,1.8181818181818181,0.8181818181818182,-8.999090909090908
2010-01-04 07:30:00,57.14409090909089,57.94727272727273,1.9090909090909092,2.090909090909091,0.8031818181818192
2010-01-04 08:00:00,57.19298342541433,56.9329834254143,2.955801104972376,2.7955801104972378,-0.25999999999999995
2010-01-04 08:30:00,56.979250000000214,56.97732142857164,6.964285714285714,2.557142857142857,-0.0019285714285721869
2010-01-04 09:00:00,55.302089552238726,71.1224626865672,5.391791044776119,2.6194029850746268,15.8203731343284
2010-01-04 09:30:00,57.90667610895655,57.914744009423764,5.172835620462462,5.712052541021444,0.008067900457419242
2010-01-04 10:00:00,58.279947467163936,58.27590243901582,3.6993267851230547,4.211588124931023,-0.004045028142600004
2010-01-04 10:30:00,58.44170595752515,58.39784420931845,3.8541148902932614,4.81264645317049,-0.04386174820707029
2010-01-04 11:00:00,58.7501021655645,58.733501571772535,4.463063220398184,4.8506811037373385,-0.01660059378275123
2010-01-04 11:30:00,58.8884951403582,58.930868762561026,4.991556713905631,7.422924471955259,0.04237362219687076
2010-01-04 12:00:00,58.880882194080044,58.89485958954625,5.32008949236229,4.90313994753896,0.013977395463659788
2010-01-04 12:30:00,58.710887286495115,58.739779584750956,5.151324537179094,4.915311445228598,0.02889229825099185
2010-01-04 13:00:00,58.66603570158305,58.71690230383593,4.971265829222397,4.479580938819102,0.05086660224786746
2010-01-04 13:30:00,58.70247095409068,58.71187880620529,4.609856174145899,4.116485984537641,0.00940785211419406
2010-01-04 14:00:00,58.707498054277245,58.67829191097524,5.438800394334042,6.058994448191771,-0.029206143309304808
2010-01-04 14:30:00,58.70752862426832,58.71246829311309,6.117095296811696,5.435353179496213,0.004939668839170071
2010-01-04 15:00:00,58.630150739034356,58.62120737594166,7.029708766281282,6.093897263281136,-0.008943363090887758
2010-01-04 15:30:00,58.48409592773783,58.47747303091105,19.698389241909265,14.744727564440879,-0.0066228968312689995
2010-01-04 16:00:00,55.16571428571416,56.41732142857144,3.7738095238095237,6.023809523809524,1.251607142857145
2010-01-04 16:30:00,58.35879629629633,58.77472222222229,2.9444444444444446,2.7314814814814814,0.4159259259259266
2010-01-04 17:00:00,57.92328719723178,58.61719723183379,4.176470588235294,3.1072664359861593,0.693910034602078
2010-01-04 17:30:00,58.09637254901963,58.76254901960783,3.5784313725490198,1.1764705882352942,0.6661764705882354
2010-01-04 18:00:00,58.22968253968262,59.82698412698413,2.761904761904762,2.984126984126984,1.5973015873015886
2010-01-04 18:30:00,58.55194174757292,62.502038834951456,1.6796116504854368,4.572815533980583,3.9500970873786407
2010-01-04 19:00:00,58.551020408163346,62.29163265306122,1.6734693877551021,4.479591836734694,3.740612244897959
2010-01-04 19:30:00,58.51760000000007,62.02410000000003,2.66,3.14,3.506499999999995
2010-01-04 20:00:00,58.501999999999995,62.446000000000005,1.8,2.6,3.944
